word1,word2,bigram,pmi,freq,mean_prob_compound,mean_prob_control,boost_ratio,mean_rank_compound,mean_rank_control,best_rank_compound,top5_after_w1
definitive,agreement,definitive agreement,10.840834241244785,97,1.6062349008194587e-05,2.2023537766813206e-06,7.293264678120241,5646.125,12668.375,1361,"[('the', 0.08661799877882004), ('a', 0.07932097464799881), ('that', 0.040784548968076706), ('made', 0.03126845136284828), ('written', 0.02579461596906185)]"
press,conference,press conference,10.835998123311283,73,0.0005583151452839274,1.3051096698468712e-05,42.77917466885635,4064.75,11263.5,49,"[('also', 0.05036204308271408), ('not', 0.04920028895139694), ('quick', 0.03250948339700699), ('told', 0.024034716188907623), ('so', 0.017345137894153595)]"
shareholder,approval,shareholder approval,10.829752275808751,40,9.627266839196125e-05,1.371809719685757e-05,7.0179316424448865,5536.375,8270.625,96,"[('not', 0.04895311966538429), ('also', 0.03483712673187256), ('asked', 0.03279443457722664), ('a', 0.031897205859422684), ('told', 0.01954394392669201)]"
trespass,offering,trespass offering,10.828220238585795,36,8.293799211855912e-06,8.190590044421242e-06,1.0126009441169588,6356.0,7799.25,617,"[('not', 0.0709776058793068), ('a', 0.05255928263068199), ('made', 0.028281016275286674), ('so', 0.01839887723326683), ('committed', 0.01669800840318203)]"
dome,mines,dome mines,10.826687120806431,23,1.1755511873712265e-05,7.64478187065265e-06,1.5377171085600476,8399.75,11816.5,1896,"[('built', 0.07504455000162125), ('designed', 0.031646426767110825), ('a', 0.029608869925141335), ('constructed', 0.029049919918179512), ('made', 0.019395021721720695)]"
iron,ore,iron ore,10.813591347381518,28,3.9248814942993704e-05,5.559103087193762e-06,7.060278308817354,3426.375,9563.125,752,"[('a', 0.028921671211719513), ('not', 0.02397160418331623), ('then', 0.01431606337428093), ('also', 0.013879205100238323), ('broken', 0.013118329457938671)]"
supermarkets,general,supermarkets general,10.810492646036451,54,9.078672225371065e-05,5.021786104464354e-05,1.807857211859372,1886.375,3011.375,254,"[('also', 0.044459257274866104), ('not', 0.03259863704442978), ('a', 0.029277687892317772), ('the', 0.023359131067991257), ('closed', 0.014703001827001572)]"
export,registrations,export registrations,10.796583800545813,25,1.1785328135616169e-06,9.692476204969935e-08,12.15925413319364,19802.0,32945.375,4961,"[('a', 0.04331515356898308), ('not', 0.024848762899637222), ('made', 0.02376319281756878), ('approved', 0.02301749587059021), ('to', 0.022441964596509933)]"
exporting,countries,exporting countries,10.784632779795423,33,0.00017596366308225697,2.0946460281834334e-06,84.0063956939112,1686.125,14069.875,211,"[('a', 0.05843273550271988), ('not', 0.04378647357225418), ('the', 0.024674301967024803), ('done', 0.024409174919128418), ('also', 0.021442802622914314)]"
federal,reserve,federal reserve,10.752917316282677,241,3.470074604194906e-05,8.288550272794737e-06,4.186588112500963,4842.125,8297.625,467,"[('not', 0.0407489538192749), ('also', 0.03355627506971359), ('forced', 0.0220342967659235), ('the', 0.019933834671974182), ('able', 0.019371161237359047)]"
percentage,points,percentage points,10.743588539996729,23,0.0001489140673527345,3.0189001932967585e-05,4.932725755007967,1270.0,3275.0,96,"[('higher', 0.05694590136408806), ('also', 0.04645662009716034), ('lower', 0.02694205939769745), ('up', 0.020826518535614014), ('about', 0.018377656117081642)]"
previously,announced,previously announced,10.743560450463189,199,0.0006438370497292567,5.204258032698306e-05,12.371351414246458,7248.5,12886.0,23,"[('a', 0.09711779654026031), ('the', 0.05830889567732811), ('an', 0.02234908938407898), ('not', 0.02082592062652111), ('one', 0.012498597614467144)]"
cattle,slaughter,cattle slaughter,10.73921523252705,20,0.0029758938231481125,9.617679934237344e-06,309.41909519721327,529.625,6299.375,12,"[('not', 0.02560117468237877), ('brought', 0.0239530261605978), ('sold', 0.02350156381726265), ('taken', 0.023150626569986343), ('slaughtered', 0.01905117556452751)]"
pre,tax,pre tax,10.72683302104463,163,2.4299572658037505e-05,1.626426383438684e-05,1.494046881277341,2959.125,4235.875,1295,"[('a', 0.05690751224756241), ('not', 0.020869242027401924), ('the', 0.018286271020770073), ('made', 0.015063007362186909), ('an', 0.01232995092868805)]"
fierce,anger,fierce anger,10.71994996617052,21,7.407082808441601e-05,1.6680932297674644e-05,4.440448936702515,2545.5,5376.0,128,"[('hes', 0.09069984406232834), ('the', 0.06690338999032974), ('a', 0.03501836210489273), ('wolf', 0.03125452250242233), ('ps', 0.027310224249958992)]"
precious,stones,precious stones,10.708308763286132,20,0.00011087929757991333,1.6381858262803917e-05,6.768420029104515,6119.75,9434.75,86,"[('the', 0.055861975997686386), ('her', 0.052046846598386765), ('hes', 0.048118941485881805), ('a', 0.046743206679821014), ('ps', 0.02575228177011013)]"
waste,management,waste management,10.70355092418409,67,2.7512405193164113e-05,7.907853200705972e-06,3.4791244216202633,3539.0,7749.625,437,"[('so', 0.04542175307869911), ('not', 0.03394698724150658), ('a', 0.019541168585419655), ('found', 0.019333556294441223), ('the', 0.01593383401632309)]"
monetary,fund,monetary fund,10.687854103631633,61,0.0025167810173059024,1.9338769288168578e-05,130.1417365191726,2647.75,13750.375,5,"[('not', 0.03945118933916092), ('raised', 0.024568794295191765), ('a', 0.02360253594815731), ('also', 0.02149740420281887), ('set', 0.018785737454891205)]"
per,capita,per capita,10.685929506594798,23,1.756417741827221e-05,5.554457205292351e-08,316.2177107339464,18298.5,35124.125,1166,"[('a', 0.04508719965815544), ('$', 0.03331504389643669), ('the', 0.01833273656666279), (':', 0.013903783634305), ('not', 0.012920557521283627)]"
industrialized,countries,industrialized countries,10.657325023151376,20,0.0003035212335333881,2.0946460281834334e-06,144.90335333489006,2139.875,14069.875,66,"[('hes', 0.11613171547651291), ('the', 0.07807131111621857), ('not', 0.05355532839894295), ('a', 0.036823730915784836), ('her', 0.027526097372174263)]"
treasury,bills,treasury bills,10.640873891756634,66,3.982907532318336e-05,4.527024303868643e-06,8.798069692081567,5616.125,13141.0,259,"[('also', 0.04501979798078537), ('not', 0.03653499484062195), ('in', 0.017885928973555565), ('set', 0.016308574005961418), ('told', 0.014122942462563515)]"
economic,fundamentals,economic fundamentals,10.637668586553525,35,1.9109361659164215e-05,1.9869036927550043e-07,96.1765873647732,9389.375,31726.25,1439,"[('not', 0.06003514304757118), ('a', 0.03851369023323059), ('very', 0.028603699058294296), ('also', 0.028581885620951653), ('good', 0.02159169875085354)]"
statistics,office,statistics office,10.619731355107483,58,0.00018068443655039346,9.074734268210705e-05,1.9910713769695827,2495.375,4283.125,106,"[('compiled', 0.043181974440813065), ('published', 0.040715161710977554), ('not', 0.03791771084070206), ('based', 0.03235612064599991), ('released', 0.031171223148703575)]"
natural,gas,natural gas,10.618531873282848,219,0.0003306287972293376,0.00018199451949385548,1.8166964486010269,1263.75,1001.625,57,"[('the', 0.0824301689863205), ('a', 0.06390250474214554), ('hes', 0.049412816762924194), ('that', 0.03860742971301079), ('not', 0.03506755083799362)]"
prime,minister,prime minister,10.608892581529545,150,4.616752296016102e-05,7.528759286223874e-06,6.132155539178729,5908.375,11897.25,617,"[('a', 0.05968121439218521), ('the', 0.025168638676404953), ('not', 0.021707816049456596), ('also', 0.018639640882611275), ('born', 0.014677377417683601)]"
sets,payout,sets payout,10.591284667580442,55,3.8188326428878483e-07,3.3274348304468404e-07,1.1476806721936665,25471.375,27967.875,7890,"[('a', 0.03924074023962021), ('made', 0.03485141322016716), ('designed', 0.03206794708967209), ('set', 0.02791004627943039), ('created', 0.019782884046435356)]"
dwell,therein,dwell therein,10.573040977351148,37,1.7677351706879563e-06,1.4681107354808098e-07,12.04088443716079,19490.0,32479.625,2047,"[('a', 0.04427685961127281), ('not', 0.026761801913380623), ('so', 0.014894163236021996), ('in', 0.01469864509999752), ('also', 0.014012281782925129)]"
excludes,extraordinary,excludes extraordinary,10.571026711341062,54,6.1924599741303155e-06,3.8103673762890367e-06,1.6251608736376564,14383.625,10887.625,2415,"[('a', 0.05650030076503754), ('the', 0.04947293922305107), ('not', 0.03198578208684921), ('made', 0.017277033999562263), ('used', 0.016046201810240746)]"
bankruptcy,court,bankruptcy court,10.561616303199317,20,0.0008810628497144535,3.6980091294935846e-05,23.825329220728793,527.375,2875.375,29,"[('a', 0.043345849961042404), ('the', 0.03402358666062355), ('announced', 0.028864650055766106), ('not', 0.02546810731291771), ('due', 0.022571410983800888)]"
peace,offerings,peace offerings,10.54575477431831,83,1.930687166362688e-06,5.85139656505973e-07,3.2995322482351352,20977.125,23803.875,4801,"[('broken', 0.04243629798293114), ('restored', 0.03705400228500366), ('not', 0.03276596963405609), ('short', 0.02593366429209709), ('a', 0.024911828339099884)]"
dome,petroleum,dome petroleum,10.53644524748024,45,3.7914934983840354e-06,5.079294211896013e-06,0.7464606971386161,14844.125,13267.875,1836,"[('built', 0.07504455000162125), ('designed', 0.031646426767110825), ('a', 0.029608869925141335), ('constructed', 0.029049919918179512), ('made', 0.019395021721720695)]"
finance,ministry,finance ministry,10.530164914931007,117,6.466886155376272e-05,1.7091782144040835e-06,37.836230890826066,5422.375,19659.0,388,"[('also', 0.040989138185977936), ('a', 0.02413417212665081), ('not', 0.023098140954971313), ('made', 0.014021385461091995), ('done', 0.012250962667167187)]"
quarterly,dividend,quarterly dividend,10.524717526736199,118,8.780973082056498e-05,9.495336874276727e-07,92.47668827679541,5418.375,21419.375,153,"[('a', 0.07613016664981842), ('the', 0.06707657128572464), ('also', 0.04864446818828583), ('released', 0.0319354273378849), ('held', 0.021300379186868668)]"
thousand,pounds,thousand pounds,10.519264418740534,49,6.6361192914143885e-06,1.1473235801418014e-06,5.7839997418986275,8680.625,13520.5,1816,"[('a', 0.09230972826480865), ('the', 0.0591759979724884), ('not', 0.034844886511564255), ('an', 0.01653268188238144), ('so', 0.012575864791870117)]"
cast,lots,cast lots,10.510929327797385,20,0.00033709784075597327,0.00017842116200483815,1.8893377723144318,4745.875,5438.25,27,"[('also', 0.029411500319838524), ('all', 0.018672706559300423), ('a', 0.01861651986837387), ('made', 0.015961136668920517), ('given', 0.013311022892594337)]"
buffer,stock,buffer stock,10.502233138379928,298,4.145750611250776e-05,5.25275881102516e-05,0.7892520407655395,3658.75,2286.375,806,"[('not', 0.031244978308677673), ('then', 0.02948278747498989), ('created', 0.02603812702000141), ('set', 0.025017324835062027), ('filled', 0.01857428438961506)]"
news,agency,news agency,10.497140445328903,80,2.516110376760139e-05,2.8185332801022867e-06,8.927020285773697,3779.25,11845.125,881,"[('reported', 0.06267274916172028), ('first', 0.061706747859716415), ('met', 0.05124340578913689), ('greeted', 0.03529167175292969), ('confirmed', 0.032005466520786285)]"
executive,vice,executive vice,10.494328173403515,35,0.00013998235834122852,1.9163801967536642e-05,7.304519143871229,2703.125,5633.375,230,"[('also', 0.051494523882865906), ('not', 0.03714023530483246), ('asked', 0.03535466268658638), ('fired', 0.018396833911538124), ('a', 0.018268298357725143)]"
pension,plan,pension plan,10.484016666107362,30,0.00011781302151803175,2.571530906969599e-05,4.581435175393929,2720.25,5855.375,175,"[('paid', 0.09795583039522171), ('set', 0.0415734201669693), ('not', 0.02259359322488308), ('$', 0.015267542563378811), ('also', 0.015190856531262398)]"
sugar,cane,sugar cane,10.465936540729825,30,0.00015991954843919132,8.403831852188404e-06,19.029360802542403,2418.5,7354.625,187,"[('added', 0.039490409195423126), ('not', 0.023696765303611755), ('a', 0.022693529725074768), ('then', 0.018815750256180763), ('made', 0.01831856742501259)]"
credit,guarantee,credit guarantee,10.461045263813087,21,0.0001274072401997728,1.4305761373734072e-05,8.906009045677036,7618.75,16346.625,117,"[('given', 0.07301642000675201), ('due', 0.056565381586551666), ('not', 0.030237561091780663), ('awarded', 0.025942211970686913), ('also', 0.021405192092061043)]"
wall,street,wall street,10.421503354955307,126,0.0012441727572536365,0.0006572709837655566,1.8929372937257538,1103.875,1556.375,12,"[('a', 0.03199224919080734), ('covered', 0.02831481583416462), ('built', 0.022642845287919044), ('also', 0.019878387451171875), ('so', 0.019205154851078987)]"
treasury,secretary,treasury secretary,10.410904990737551,110,2.2189740412292824e-05,7.68179438104255e-06,2.888614210639845,4710.5,9489.625,1408,"[('also', 0.04501979798078537), ('not', 0.03653499484062195), ('in', 0.017885928973555565), ('set', 0.016308574005961418), ('told', 0.014122942462563515)]"
dressing,room,dressing room,10.40583344065929,21,0.0016402650344957692,0.0006650154643068618,2.46650660403123,887.25,1383.0,6,"[('a', 0.0570940226316452), ('very', 0.039521634578704834), ('so', 0.03317458555102348), ('done', 0.022838490083813667), ('not', 0.0206004548817873)]"
french,franc,french franc,10.40398915144566,21,3.110325900479438e-05,5.52967261979731e-07,56.24792124842731,3066.375,18578.125,877,"[('the', 0.0721542239189148), ('a', 0.05757158622145653), ('not', 0.03985312581062317), ('very', 0.018042048439383507), ('also', 0.017921732738614082)]"
extraordinary,items,extraordinary items,10.39701061325965,29,1.1319736664905378e-05,5.1677624419710355e-06,2.1904522106066313,12549.625,11010.75,1512,"[('the', 0.17981362342834473), ('that', 0.16920562088489532), ('a', 0.04591191187500954), ('not', 0.033855389803647995), (',', 0.017234349623322487)]"
cash,flow,cash flow,10.39671883551755,81,0.00012131783482871583,3.116874061426245e-05,3.8922918423339254,2762.875,6732.875,91,"[('not', 0.028632838279008865), ('also', 0.02553330361843109), ('used', 0.025166423991322517), ('then', 0.020826641470193863), ('distributed', 0.017839539796113968)]"
million,dollars,million dollars,10.38501601761019,29,8.337664706914438e-05,3.0210272612407607e-06,27.598773483063805,1691.125,9918.625,267,"[('a', 0.07087111473083496), ('the', 0.04446893185377121), ('spent', 0.022324929013848305), ('not', 0.01881367899477482), ('for', 0.015666857361793518)]"
regular,payout,regular payout,10.379780562386731,25,2.574541188016255e-07,3.3274348304468404e-07,0.7737315136749111,28495.125,27967.875,19847,"[('a', 0.07761531323194504), ('the', 0.02657746523618698), ('not', 0.022385593503713608), ('also', 0.017273979261517525), ('an', 0.013752068392932415)]"
pioneer,sugar,pioneer sugar,10.37451351296623,20,2.1128852575102997e-05,4.277535440522229e-05,0.4939492113833533,3883.25,2868.625,941,"[('a', 0.14759330451488495), ('the', 0.061390068382024765), ('an', 0.03703182935714722), ('born', 0.015852754935622215), ('also', 0.01456685271114111)]"
agriculture,department,agriculture department,10.370789064686146,249,1.2835733231852942e-05,6.1023709889695965e-06,2.1034009985715887,6568.375,10333.0,1725,"[('the', 0.04996481165289879), ('a', 0.04461900144815445), ('not', 0.044544853270053864), ('also', 0.029640911146998405), ('in', 0.015615849755704403)]"
general,motors,general motors,10.363389056440075,56,8.70984721706991e-07,1.7115785271304418e-06,0.5088780373794746,18064.625,15128.25,11106,"[('not', 0.03998161852359772), ('also', 0.033488061279058456), ('asked', 0.025228599086403847), ('a', 0.021204613149166107), ('arrested', 0.013408727012574673)]"
currency,stability,currency stability,10.357279019703386,61,3.053230500071891e-05,7.063373979487864e-06,4.3226233085470405,4850.875,13132.375,279,"[('also', 0.029718220233917236), ('set', 0.029657065868377686), ('then', 0.02917923778295517), ('pegged', 0.02346084825694561), ('not', 0.01712246984243393)]"
finance,minister,finance minister,10.35049055387887,161,7.221253285649709e-05,7.528759286223874e-06,9.591558198524371,3854.625,11897.25,374,"[('also', 0.040989138185977936), ('a', 0.02413417212665081), ('not', 0.023098140954971313), ('made', 0.014021385461091995), ('done', 0.012250962667167187)]"
cocoa,organization,cocoa organization,10.347059465307973,34,2.136184015899545e-06,4.565820487911765e-06,0.4678642144506552,14462.625,11821.0,5756,"[('a', 0.0366809107363224), ('made', 0.022571228444576263), ('not', 0.0225136149674654), ('also', 0.01916136033833027), ('very', 0.017991235479712486)]"
monetary,policy,monetary policy,10.344341384503368,134,0.0002112679841843601,1.0952043005829637e-05,19.29028073318419,1017.25,6300.125,163,"[('not', 0.03945118933916092), ('raised', 0.024568794295191765), ('a', 0.02360253594815731), ('also', 0.02149740420281887), ('set', 0.018785737454891205)]"
raises,crude,raises crude,10.3432704142438,66,1.7106846801340225e-05,1.3285883301961121e-05,1.2875957444858104,5920.25,6848.875,963,"[('$', 0.057457100600004196), ('a', 0.036264289170503616), ('the', 0.027477925643324852), ('also', 0.02281339466571808), ('not', 0.017949935048818588)]"
tax,credits,tax credits,10.30525430140587,112,6.0634102766243814e-05,1.640942758918129e-05,3.6950772619405554,3062.0,13296.625,405,"[('imposed', 0.03224637359380722), ('introduced', 0.028112486004829407), ('set', 0.02672196924686432), ('passed', 0.02447136864066124), ('not', 0.02364041842520237)]"
prior,pay,prior pay,10.302625875925992,324,3.833726037782981e-05,0.00027501340206015357,0.13940142586012705,2543.5,3173.5,824,"[('a', 0.10350096970796585), ('the', 0.06749235838651657), ('that', 0.0392722524702549), ('to', 0.02713075838983059), ('an', 0.022321749478578568)]"
developing,countries,developing countries,10.297161161447525,61,4.742333909746321e-05,2.0946460281834334e-06,22.640264015677513,5363.25,14069.875,736,"[('a', 0.08343876898288727), ('the', 0.04236834496259689), ('not', 0.02915087528526783), ('an', 0.020754503086209297), ('hes', 0.015933196991682053)]"
agriculture,subcommittee,agriculture subcommittee,10.296069874433748,23,2.1092487792473413e-07,9.760976086084505e-08,2.1608994435037494,30260.25,35538.25,22409,"[('the', 0.04996481165289879), ('a', 0.04461900144815445), ('not', 0.044544853270053864), ('also', 0.029640911146998405), ('in', 0.015615849755704403)]"
private,sector,private sector,10.29074869723612,73,3.095963914034883e-05,5.077391437069423e-06,6.097548224136558,7429.625,11149.5,565,"[('not', 0.043790169060230255), ('a', 0.02854245714843273), ('also', 0.022184161469340324), ('given', 0.015173478983342648), ('the', 0.014095946215093136)]"
raises,quarterly,raises quarterly,10.281802781526405,28,2.1110689431225182e-05,5.430066014611157e-07,38.877408441114326,5933.75,19199.375,597,"[('$', 0.057457100600004196), ('a', 0.036264289170503616), ('the', 0.027477925643324852), ('also', 0.02281339466571808), ('not', 0.017949935048818588)]"
democratic,party,democratic party,10.264928962962008,30,0.0008855928044795291,6.184158036148801e-05,14.320345620258989,154.875,2383.125,28,"[('not', 0.0724606141448021), ('the', 0.049485526978969574), ('a', 0.04500246047973633), ('to', 0.017857229337096214), ('founded', 0.016468053683638573)]"
index,base,index base,10.263577722244236,52,0.0005316473079943762,0.001220775589942491,0.43549962202260395,1987.5,1552.0,16,"[('calculated', 0.05055898800492287), ('first', 0.03390849754214287), ('set', 0.03035922534763813), ('created', 0.0276892501860857), ('the', 0.019543152302503586)]"
bonus,issue,bonus issue,10.262464081035079,34,3.590505806272404e-05,2.3566498747129572e-05,1.52356353177399,3569.125,3471.125,770,"[('a', 0.08931932598352432), ('$', 0.07136984914541245), ('that', 0.061594169586896896), ('to', 0.032237458974123), ('worth', 0.030445529147982597)]"
prime,lending,prime lending,10.261594831728152,28,2.664635523785819e-06,1.348576400772572e-06,1.9758877007333833,10557.5,13812.0,2660,"[('a', 0.05968121439218521), ('the', 0.025168638676404953), ('not', 0.021707816049456596), ('also', 0.018639640882611275), ('born', 0.014677377417683601)]"
monetary,authorities,monetary authorities,10.256962653151952,23,1.0056978833716812e-05,2.987221753514291e-06,3.3666663085475217,6776.0,13841.0,1153,"[('not', 0.03945118933916092), ('raised', 0.024568794295191765), ('a', 0.02360253594815731), ('also', 0.02149740420281887), ('set', 0.018785737454891205)]"
red,hen,red hen,10.254509212287061,22,1.8812197847495327e-05,1.8812197847495327e-05,1.0,6722.875,6722.875,1206,"[('a', 0.05972541123628616), ('the', 0.05836591497063637), ('hes', 0.02972431853413582), ('not', 0.016714079305529594), ('used', 0.012871372513473034)]"
short,term,short term,10.24874043420232,232,2.8165079706710117e-05,1.0649422796937813e-05,2.6447517620212095,5070.125,7997.25,250,"[('that', 0.2960197329521179), (',', 0.06058954820036888), (':', 0.04408206418156624), ('a', 0.035720810294151306), ('the', 0.03333408758044243)]"
told,reporters,told reporters,10.246547833464987,210,1.6291672636725707e-05,1.7101181208900584e-06,9.526635872524668,5444.25,14900.875,1371,"[('that', 0.0730539932847023), ('a', 0.048453282564878464), ('not', 0.030562831088900566), ('to', 0.026479607447981834), ('the', 0.02522118017077446)]"
finance,ministers,finance ministers,10.242404296420538,55,9.788110816089102e-06,5.636303328504511e-07,17.366188875228964,5829.125,22503.625,1548,"[('also', 0.040989138185977936), ('a', 0.02413417212665081), ('not', 0.023098140954971313), ('made', 0.014021385461091995), ('done', 0.012250962667167187)]"
research,institute,research institute,10.23875127361433,29,7.633071377717571e-05,2.50059950016035e-06,30.52496562215622,7739.875,21559.5,353,"[('funded', 0.22522756457328796), ('conducted', 0.15537507832050323), ('carried', 0.12254288792610168), ('published', 0.11632174253463745), ('supported', 0.0986441820859909)]"
middle,east,middle east,10.230783908246178,73,0.0003860094408025816,0.00012540841879626896,3.0780185613349413,2315.5,4008.375,49,"[('a', 0.05721605569124222), ('the', 0.03170129656791687), ('not', 0.016389546915888786), ('in', 0.011521022766828537), ('also', 0.010925292037427425)]"
consumer,spending,consumer spending,10.218968602563727,38,6.974693533834397e-05,1.7900499315715024e-05,3.8963681463964783,3126.25,5953.75,370,"[('not', 0.051924385130405426), ('told', 0.04071147367358208), ('able', 0.03924395143985748), ('asked', 0.03311613202095032), ('also', 0.023513149470090866)]"
somebody,else,somebody else,10.218705946201363,30,3.7149516707302155e-06,1.7995644032708924e-06,2.0643616110531586,11592.0,16575.5,1201,"[('a', 0.04615127667784691), ('going', 0.032583896070718765), ('just', 0.030992066487669945), ('trying', 0.0277739018201828), ('really', 0.021756453439593315)]"
unless,extended,unless extended,10.213146420859463,23,6.824512576031339e-05,2.302296658740488e-05,2.964219467601021,2693.125,4741.5,494,"[('a', 0.07161533832550049), ('the', 0.03731319308280945), (',', 0.018674567341804504), ('not', 0.018107332289218903), ('an', 0.01581447571516037)]"
periods,includes,periods includes,10.209517827326664,56,2.0592369875949146e-06,2.178367850547147e-07,9.453118705721304,19705.5,25809.625,1575,"[('the', 0.04544941335916519), ('a', 0.03964168205857277), ('also', 0.02800484374165535), ('not', 0.016298729926347733), ('defined', 0.013684548437595367)]"
percentage,point,percentage point,10.186316102380697,50,0.0004529917480908807,0.0003228321341453011,1.4031804773405767,1122.25,1784.75,42,"[('higher', 0.05694590136408806), ('also', 0.04645662009716034), ('lower', 0.02694205939769745), ('up', 0.020826518535614014), ('about', 0.018377656117081642)]"
told,journalists,told journalists,10.183916845194583,35,9.527844802903473e-06,1.3931335987038551e-06,6.839146519592951,8015.375,18353.5,2562,"[('that', 0.0730539932847023), ('a', 0.048453282564878464), ('not', 0.030562831088900566), ('to', 0.026479607447981834), ('the', 0.02522118017077446)]"
export,quotas,export quotas,10.181694802711283,85,3.617518096632466e-06,3.95805607733557e-08,91.39633259232794,11967.25,35445.5,4161,"[('a', 0.04331515356898308), ('not', 0.024848762899637222), ('made', 0.02376319281756878), ('approved', 0.02301749587059021), ('to', 0.022441964596509933)]"
commodity,credit,commodity credit,10.177632404530778,65,0.00011824282005434839,1.7298622697836663e-05,6.835389274611766,1979.0,4799.25,137,"[('sold', 0.028478750959038734), ('a', 0.023200979456305504), ('the', 0.02063160017132759), ('not', 0.020210333168506622), ('traded', 0.01873304881155491)]"
fourth,quarter,fourth quarter,10.175845419379584,314,0.0004425314793081725,2.757824668719877e-05,16.046396434389212,2911.0,3952.375,31,"[('a', 0.16994085907936096), ('the', 0.13503460586071014), ('an', 0.03443535044789314), ('to', 0.023693423718214035), ('for', 0.013354740105569363)]"
mercy,seat,mercy seat,10.172721203703954,28,5.948144996459348e-05,0.00010969610969979726,0.5422384634001602,7138.25,5169.25,240,"[('not', 0.06818652898073196), ('on', 0.059220243245363235), ('in', 0.045102253556251526), ('given', 0.04447963461279869), ('to', 0.02060619369149208)]"
coffee,organisation,coffee organisation,10.169126008287424,22,4.683607089314701e-07,5.958012971596371e-07,0.7861021974344224,20736.0,25017.75,10560,"[('a', 0.037611883133649826), ('good', 0.033434074372053146), ('delicious', 0.03050321713089943), ('served', 0.02952190674841404), ('very', 0.02842887118458748)]"
afar,off,afar off,10.16419655835067,52,0.0003564201438166492,0.00026764813310364843,1.331674313149882,616.5,684.375,91,"[('a', 0.05279944837093353), ('not', 0.03535037487745285), ('so', 0.03480842709541321), ('the', 0.025546953082084656), ('very', 0.013168415986001492)]"
export,licences,export licences,10.148212129648595,22,2.6440587652665215e-06,7.924622646982016e-08,33.365106239771244,16344.5,34859.5,2091,"[('a', 0.04331515356898308), ('not', 0.024848762899637222), ('made', 0.02376319281756878), ('approved', 0.02301749587059021), ('to', 0.022441964596509933)]"
few,moments,few moments,10.144224423373316,54,6.818350141202245e-05,1.484407335183846e-05,4.593314772563949,1689.5,8645.75,262,"[('hes', 0.10498102754354477), ('hers', 0.03749015927314758), ('her', 0.03394170477986336), ('wolves', 0.030109252780675888), ('wolf', 0.029910972341895103)]"
per,cent,per cent,10.140162814297117,196,0.00012939889006702288,1.0815500701255587e-05,11.96420708030658,1514.25,5923.125,259,"[('a', 0.04508719965815544), ('$', 0.03331504389643669), ('the', 0.01833273656666279), (':', 0.013903783634305), ('not', 0.012920557521283627)]"
gross,domestic,gross domestic,10.137524613732676,62,7.425114068837502e-05,4.108720382589581e-06,18.071597425565656,2172.0,7638.625,522,"[('$', 0.3269348740577698), ('£', 0.02932715229690075), ('about', 0.025640947744250298), ('a', 0.023008961230516434), ('just', 0.014066597446799278)]"
data,processing,data processing,10.111249291709575,21,0.00010062591343285021,1.3957434121358858e-05,7.2094851072134984,1348.875,8001.375,95,"[('collected', 0.24658608436584473), ('gathered', 0.06612464040517807), ('obtained', 0.061567265540361404), ('compiled', 0.0329156331717968), ('taken', 0.02645491249859333)]"
upward,pressure,upward pressure,10.092852187141752,23,0.00017497682256362168,4.035824535719712e-05,4.335590435485023,1193.125,4379.5,96,"[('a', 0.054413195699453354), ('the', 0.045331962406635284), ('not', 0.03818586841225624), ('also', 0.029312092810869217), ('so', 0.01133700180798769)]"
economic,integration,economic integration,10.074732392162367,20,4.0975658817998806e-05,1.7779588056265894e-06,23.04646130626077,6101.25,18213.75,603,"[('not', 0.06003514304757118), ('a', 0.03851369023323059), ('very', 0.028603699058294296), ('also', 0.028581885620951653), ('good', 0.02159169875085354)]"
wheat,flour,wheat flour,10.0669895853501,34,0.001373528847963712,2.7642382963932732e-05,49.68923445405799,966.0,8850.0,19,"[('not', 0.034999459981918335), ('a', 0.02272910438477993), ('the', 0.022021401673555374), ('also', 0.01766272820532322), ('still', 0.015830833464860916)]"
chief,economist,chief economist,10.051258738482568,35,6.681640828398727e-07,2.412471851731546e-07,2.769624368302161,16483.75,27314.625,8075,"[('also', 0.054078470915555954), ('asked', 0.041199155151844025), ('not', 0.03050469607114792), ('arrested', 0.016413040459156036), ('in', 0.016256142407655716)]"
medium,term,medium term,10.05079882613205,31,4.916863172965691e-05,1.0649422796937813e-05,4.617023163339434,5132.375,7997.25,526,"[('a', 0.04017208144068718), ('the', 0.03928763046860695), ('not', 0.020702021196484566), ('also', 0.015084455721080303), ('very', 0.011765367351472378)]"
meat,offering,meat offering,10.040035571273085,122,9.785073942225608e-06,8.190590044421242e-06,1.194672653515408,5234.75,7799.25,539,"[('cooked', 0.06297414749860764), ('so', 0.02171982452273369), ('not', 0.02083824761211872), ('a', 0.017967667430639267), ('made', 0.016567625105381012)]"
natural,rubber,natural rubber,10.032528842375303,39,9.428573265424234e-05,8.461913280122246e-05,1.114236574318571,4305.625,4276.0,108,"[('the', 0.0824301689863205), ('a', 0.06390250474214554), ('hes', 0.049412816762924194), ('that', 0.03860742971301079), ('not', 0.03506755083799362)]"
reserves,via,reserves via,10.02423911558339,28,0.00011688625141292874,5.6910230442852594e-05,2.053870639836929,13849.25,16665.375,67,"[('not', 0.031669002026319504), ('the', 0.025695497170090675), ('a', 0.023254362866282463), ('also', 0.021487252786755562), ('set', 0.014188561588525772)]"
